AÑO,MES,DIA,DPA_PROVIN,DPA_DESPRO,DPA_CANTON,DPA_DESCAN,DPA_PARR_1,DPA_DESP_1,longitud,latitud,X,Y,No.,Codigo en,Fuente Sec,Fuente Pri,EVENTO,SUBCATEGOR,CAUSA/DISP,Descripcio,SECTOR / B,OBSERVACIO,GRAVEDAD,Intensidad,Notas,# Muertos,#Heridos,#Desaparec,#Damnifica
1921,2,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51313,-0.22787,776812,9974790,67,Peltre_67,Peltre 1989,El Comercio,Hundimiento,hundimiento,,,"calle del Correo, casco Colonial","Quito se hunde alarma, en la calle del Correo ( Actual Benalcazar?) hay hundimientos; en dicha calle dos arcos de la quebrada del Correo se encuentran en mal estado; urge compostura","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,3,22,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.50398,-0.18941,777831,9979044,68,Peltre_68,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Antrópico,,"B. Quevedo, c. Selva Alegre",Daños an las cañerias trasportadoras de agua potable; caida de casas en la calla Selva Alegre,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,4,13,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51683,-0.22795,776400,9974781,69,Peltre_69,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,Panecillo,Se derrumbo un pedazo de peña sobre varias casas al pie del Panecillo. Camino nuevo a la magdalena ( act. av. 5 de Junio),"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,4,25,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.515,-0.22135,776603,9975511,70,Peltre_70,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Antrópico,,calle Bolivar y Benalcazar,"Caida de casas, calle Pichincha( act. Benalcazr) y Bolivar","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,4,25,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51584,-0.21834,776510,9975844,71,Peltre_71,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Antrópico,,calle Imbabura,Caida de casas en la calle Imbabura,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,4,25,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51272,-0.22848,776857,9974722,72,Peltre_72,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Antrópico,,calle Maldonado y Borrero,Caida de casas en la Calle Maldonado y Borrero,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,4,25,P17,PICHINCHA,C1701,QUITO,PR170117,LA CONCEPCION,-78.50035,-0.13085,778237,9985523,73,Peltre_73,Peltre 1989,El Comercio,Aluvión,,Lluvia,,San Carlos,"Destruccion de caminos via a Tumbaco, via a Cotocollao, en el sitio San Carlos se formo una quebrada de dos metros de profundidad","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,5,13,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.50893,-0.22395,777280,9975223,74,Peltre_74,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Antrópico,,Maldonado,Caida de casas calle Junin tunel de la paz ( Maldonado),"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,5,13,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.49626,-0.20486,778691,9977335,75,Peltre_75,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,Parroquia Alfaro,"Deslave de peña parroquia Alfaro, camino de la escolta de caballeria","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1921,11,17,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51509,-0.22419,776594,9975197,76,Peltre_76,Peltre 1989,El Comercio,Inundacion,,Lluvia,,"Av. 24 de Mayo, Morales (quebrada Jerusalem)","Varias damnificados en inundacion por el desfogue del pozo de revicion de la Av. 24 de Mayo, formandosa una enorme laguna en la canalizacl0n de la carrera Morales y el puante de Vanezuela; para Iuego destrozar construcciones de gente pobre","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,5
1921,11,18,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51789,-0.222,776282,9975439,77,Peltre_77,Peltre 1989,El Comercio,Aluvión,,,,"Av. 24 de mayo, calle Loja (Quebrada Jerusalem)","Desplome de paredes en el convento de Santa Catalina. La calle Loja se ha inundado, causando daños en varias casas. Arrastre de materialas para la pavimentacion de la Av. 24 de Mayo.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,11,21,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.50818,-0.21724,777363,9975966,78,Peltre_78,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,calle Venezuela,Se han venido al suelo varias parades y casas en la calle Venezuela,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,11,21,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51282,-0.22546,776846,9975056,79,Peltre_79,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,Maldonado,Se han venido al suelo varias parades y casas en la calle Maldonado.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,11,24,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.51514,-0.21463,776588,9976254,80,Peltre_80,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,El Placer,Deslaves en los canales conductores de agua potable,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1921,11,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51272,-0.22848,776857,9974722,81,Peltre_81,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,"Maldonado y Borrero, El Ejido","Calda de postes de luz calle Espejo; deslave de una peña parroquia Alfaro, calles Maldonado y Borrero; caida de paredes en el Ejido (escuela Garcia Moreno).","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1921,11,29,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51247,-0.21718,776885,9975972,82,Peltre_82,Peltre 1989,El Comercio,Hundimiento,hundimiento,Lluvia,,calle Cuenca. Quebrada Manosalvas,"Se ha producido un hundimiento en la esquina del cuartel, calle Cuenca, por falta de consolidacion de la tierra levantada para la canalizacion y también por el exceso de Iluvias","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1921,12,25,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.50444,-0.22021,777780,9975637,83,Peltre_83,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,calles los Rios y Oriente,Deslave de peña calle Los Rios y Oriente,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1921,12,25,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.50437,-0.21983,777788,9975679,84,Peltre_84,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,calles los Rios y Oriente,"Deslave de peña carrera Morales, antiguo puente de las gallinatas","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1922,2,1,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.50824,-0.21608,777357,9976094,85,Peltre_85,Peltre 1989,El Comercio,Hundimiento,Hundimiento,Lluvia,,Centro,"Las constantes lluvias y la nueva canalizacion de la ciudad para la futura  pavimentacion de la ciudad, es causa de constantes deslaves y hundimienlos en las caIles","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,2,24,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.49342,-0.23951,779007,9973501,86,Peltre_86,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,Puengasi,"Deslave en Puengasi, via a Conocoto por el exceso de lluvia","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1922,2,24,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.49006,-0.22799,779381,9974776,87,Peltre_87,Peltre 1989,El Comercio,Aluvión,,Lluvia,,calle Vargas,"Destruccion parcial ( aluvion?) de la carrera vargas, cerca de la 18 de septiembre","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1922,3,20,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.47662,-0.20042,780879,9977826,88,Peltre_88,Peltre 1989,El Comercio,Aluvión,,Lluvia,,Guapulo,"Suspension de la luz por la acumulacion de piedras, palos y tierra en la planta de Guapulo (El infiernillo).","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,3,20,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.50321,-0.24514,777916,9972879,89,Peltre_89,Peltre 1989,El Comercio,Inundacion,,Lluvia,,via a Conocoto,la via a Conocoto interrumpida por inundaciones,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,3,23,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.48458,-0.18372,779992,9979674,90,Peltre_90,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Carolina,inundacion en el sector de la Carolina,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1922,3,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51596,-0.22379,776497,9975241,91,Peltre_91,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Carcia Moreno y Loja (quebrada Jerusalem),Inundacion en las calles Carcia Moreno y Loja; las aguas provienen de la quebrada Cantera,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,3,26,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.49019,-0.22829,779367,9974743,92,Peltre_92,Peltre 1989,El Comercio,Aluvión,,Lluvia,,calle Vargas,"la calle vargas es intransitable por el lodo, la via esta cerrada","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,5,19,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51315,-0.22095,776810,9975555,93,Peltre_93,Peltre 1989,El Comercio,Inundacion,,Lluvia,,"Garcia Moreno ( Pasaje Royal, act. Pasaje Amador)","Inundacion en la carrera Garcia Moreno, frente a la universidad del Pasaje Royal; varios locales comerciales fueron afectados","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1922,10,6,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51588,-0.22376,776506,9975244,94,Peltre_94,Peltre 1989,El Comercio,Aluvión,,Lluvia,,Av. 24 de Mayo ( quebrada Jerusalem),"Formidable aluvion en la Av. 24 de Mayo arrastro materiales, inclusive a cuatro hombres; 4 muertos. Para prevenir tales cosas se construira un canal y un pozo de revision","1.  existencia de muertos y heridos, daños materiales importantes",3,,4,0,0,0
1922,10,6,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.515,-0.22273,776603,9975358,95,Peltre_95,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Calle Garcia Moreno,En la calle Garcia Moreno se formo una laguna que inundo la Universidad y almacenes cercanos,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,10,6,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51056,-0.22027,777098,9975630,96,Peltre_96,Peltre 1989,El Comercio,Hundimiento,hundimiento,Lluvia,,Calle Guayaquil,En la calle Guayaquil la quebrada Manosalvas se hundio. Se supone que cedieron los arcos que alli se construyeron para la canalizacion,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,10,6,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.5137,-0.22122,776748,9975525,97,Peltre_97,Peltre 1989,El Comercio,Inundacion,,Lluvia,,calle Manosalvas y Garcia Moreno,Inundaciones en las calles Manosalvas (Sucre ?) y Garcia Moreno,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1922,10,6,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51416,-0.21918,776697,9975751,98,Peltre_98,Peltre 1989,El Comercio,Hundimiento,hundimiento,Lluvia,,calle Mideros,Hundimiento en la calle Mideros,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,11,1,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51585,-0.22365,776509,9975257,99,Peltre_99,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Calle Garcia Moreno,"Inundacion en la carrera Garcia Moreno, afectando a varias casas y almacenes. El canal construido en la av. 24 de mayo y que conduce el gran caudal de agua que viene de la Cantera, es incapaz de conducir la lluvia","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1922,11,28,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.50427,-0.21621,777799,9976080,100,Peltre_100,Peltre 1989,El Comercio,Hundimiento,hundimiento,Lluvia,lluvia estacional,plaza España,"Hundimientos en la Plaza España ( punta sur de la Alameda), Editorial: hundimientos en la scalles de Quito son causada de la fuerte lluvia y de la falta de zonas canalizadas.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,12,14,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51548,-0.22393,776550,9975226,101,Peltre_101,Peltre 1989,El Comercio,Inundacion,,Lluvia,,"Garcia Moreno, Venezuela y Av. 24 de mayo. (quebrada Jerusalem)","Nuevarmente el canal fue insuficienle ante la fuerte lIuvia; hubo una acumulacion de agua hasta un metro de aItura. Daños en casas, almacenes, automoviles en las calles Garcia Moreno, Morales, Venezuela, Av. 24 de Màyo, escuela Espejo","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1922,12,14,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.5157,-0.22349,776525,9975274,102,Peltre_102,Peltre 1989,El Comercio,Hundimiento,hundimiento,Lluvia,,Garcia Moreno y Morales (quebrada Jerusalem),"En la calle Morales y Garcia Morales, hay un gran hundimiento producto de las lIuvias y de la falta de compactacion de la tierra y de las zonas canalizadas","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1923,3,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.513,-0.22187,776826,9975453,103,Peltre_103,Peltre 1989,El Comercio,Inundacion,,Lluvia,,"Venezuela, Mideros y Cuenca (quebrada Jerusalem)","lnundaciones en las calles Venezuela, Cuenca, Mideros; daños en casas ya almacnes. Falta mas desagues y mayor limpieza de los ya existentes.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1923,3,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51587,-0.22365,776507,9975256,104,Peltre_104,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,Garcia Moreno y Av. 24 de mayo.Quebrada Jerusalem,Casas destruidas en la av. 24 de Mayo y Garcia Moreno por inundacion de la qubrada Jerusalem,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1923,4,7,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51426,-0.21595,776686,9976108,105,Peltre_105,Peltre 1989,El Comercio,Hundimiento,hundimiento,,,El Tejar ( quebrada el Cebollar),"Hundimiento de la calle el Cebollar, derrumbe del asilo de obreros lisiados.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1923,5,17,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51587,-0.22365,776507,9975256,106,Peltre_106,Peltre 1989,El Comercio,Inundacion,,Lluvia,,"Av. 24 de Mayo, Garcia Moreno, Morales y Guayaquil. (quebrada Jerusalem)","El faco de las desgraclas, la zona comprendida entre la calle Garcia Moreno y la Guayaquil, en todas las casas contiguas a la canalizacion de la queb. Jerusalem. El caudal de agua fue grande; alcanzo 2 m. de altura y afecto inclusive a las covachas del p","1.  existencia de muertos y heridos, daños materiales importantes",3,,0,0,0,0
1923,5,17,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.5101,-0.22101,777149,9975549,107,Peltre_107,Peltre 1989,El Comercio,Inundacion,,Lluvia,,calle Chile y Flores (quebrada Jerusalem),"El caudal de agua afecto inclusive a las covachas del palacio de Gobierno, la c. Chile y la Flores princpalmente","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1924,3,24,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.49492,-0.20383,778840,9977449,108,Peltre_108,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Mariscal Sucre,"Daños por inundaciones en el norte de la ciudad, especialmente la ciudadela Mariscal Sucre y la estacion del tranvia. Causa creciente de la quebrada que esta inmediata a la estacion del tranvia; zona de constante inundaciones. La primera inundacion ocur","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1925,2,5,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51278,-0.21957,776851,9975708,109,Peltre_109,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Palacio de Gobierno,"Inundaciones en algunas secciones de la ciudad; grandes tormentas de rayos. Daños en el palacio dei Gobierno, en peligro el Palacio municipal","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,2,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51007,-0.21897,777153,9975774,110,Peltre_110,Peltre 1989,El Comercio,Inundacion,,Lluvia,,"calles Venezuela , Olmedo, Guayaquil","Se inundaron varias secciones del pesaje Royal, almacenes y casas de la calle Venezuela especialmente, y algunas calles mas","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,2,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51276,-0.22755,776853,9974825,111,Peltre_111,Peltre 1989,El Comercio,Aluvión,,Lluvia,,calle Maldonado,Se suspendio el trafico de tranvias por el aluvion de arena y otros materiales en la calle Maldorado (puente del Machangara),"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,3,10,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.52055,-0.22768,775985,9974811,112,Peltre_112,Peltre 1989,El Comercio,Movimiento en Masa,Flujo,Lluvia,,"Panecillo, calle Espejo","Deslave en las faldas del Panecillo, calle Espejo ( actual Bahia), via a la Magdalena","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,3,10,P17,PICHINCHA,C1701,QUITO,PR170180,SAN ANTONIO,-78.44557,-0.01431,784339,9998417,113,Peltre_113,Peltre 1989,El Comercio,Aluvión,,Lluvia,,Av. 18 de Septiembre y Arenas,"Inundaciones en varias zonas de la ciudad, deslave (aluvion?) en la calle Arenas y 18 de Septiembre","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,3,10,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.52031,-0.22767,776012,9974812,114,Peltre_114,Peltre 1989,El Comercio,Aluvión,,Lluvia,,"Panecillo , calle Espejo","Inundaciones en varias zonas de la ciudad, deslave (aluvion ?) en la calle Espejo (= actual Bahia), via a la Magdalena","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,4,27,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.50099,-0.20521,778164,9977296,115,Peltre_115,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Av. 18 de Septiembre,Constantes Inundaciones av. 18 de Septiembre,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,4,27,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51653,-0.23258,776433,9974269,116,Peltre_116,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,Av. 5 de Junio,Derrumbe en la av. 5 de junio,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,4,27,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.51179,-0.21511,776961,9976201,117,Peltre_117,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,calle Cotopaxi,derrumbe en la Calle Cotopaxi,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,4,27,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51854,-0.22287,776209,9975343,118,Peltre_118,Peltre 1989,El Comercio,Inundacion,,Lluvia,,calle Ambato,inundacion en la calle Ambato,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1925,10,14,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.49225,-0.24279,779137,9973138,119,Peltre_119,Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,,,Luluncoto,"Una enorme pena se derrumbo en Luluncoto, alcanzando a cerrar complelamente el cauce  del rio. La Iaguna que se ha formado tiene unos 300 m. de largo, felizmente el caudal del rio esta bajo porque las lIuvias estan ausentes","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
